potency	block_id	categories	namespace	sources
P4_primary_machines_and_workstations	aether:altar	magic_ritual	aether	aether-1.20.1-1.5.2-neoforge.jar
P4_primary_machines_and_workstations	aether:freezer	processing_machines	aether	aether-1.20.1-1.5.2-neoforge.jar
P4_primary_machines_and_workstations	aether:sun_altar	magic_ritual	aether	aether-1.20.1-1.5.2-neoforge.jar
P4_primary_machines_and_workstations	aether:unstable_obsidian	crafting_workstations	aether	aether-1.20.1-1.5.2-neoforge.jar
P4_primary_machines_and_workstations	ars_nouveau:alteration_table	crafting_workstations	ars_nouveau	ars_nouveau-1.20.1-4.12.7-all.jar
P4_primary_machines_and_workstations	ars_nouveau:magebloom_block	crafting_workstations	ars_nouveau	ars_nouveau-1.20.1-4.12.7-all.jar
P4_primary_machines_and_workstations	ars_nouveau:magebloom_crop	crafting_workstations	ars_nouveau	ars_nouveau-1.20.1-4.12.7-all.jar
P4_primary_machines_and_workstations	ars_nouveau:potted_magebloom_crop	crafting_workstations	ars_nouveau	ars_nouveau-1.20.1-4.12.7-all.jar
P4_primary_machines_and_workstations	ars_nouveau:scribes_table	crafting_workstations	ars_nouveau	ars_nouveau-1.20.1-4.12.7-all.jar
P4_primary_machines_and_workstations	ars_nouveau:wixie_cauldron	unclassified_functional_keyword	ars_nouveau	ars_nouveau-1.20.1-4.12.7-all.jar
P4_primary_machines_and_workstations	bloodmagic:alchemytable	crafting_workstations,magic_ritual	bloodmagic	bloodmagic-1.20.1-3.3.7-49.jar
P4_primary_machines_and_workstations	bloodmagic:altar	magic_ritual	bloodmagic	bloodmagic-1.20.1-3.3.7-49.jar
P4_primary_machines_and_workstations	bloodmagic:altarcapacityrune	magic_ritual	bloodmagic	bloodmagic-1.20.1-3.3.7-49.jar
P4_primary_machines_and_workstations	bloodmagic:altarcapacityrune2	magic_ritual	bloodmagic	bloodmagic-1.20.1-3.3.7-49.jar
P4_primary_machines_and_workstations	bloodmagic:demoncrucible	processing_machines,magic_ritual	bloodmagic	bloodmagic-1.20.1-3.3.7-49.jar
P4_primary_machines_and_workstations	bloodmagic:incensealtar	magic_ritual	bloodmagic	bloodmagic-1.20.1-3.3.7-49.jar
P4_primary_machines_and_workstations	blue_skies:bluebright_crafting_table	crafting_workstations	blue_skies	blue_skies-1.20.1-1.3.31.jar
P4_primary_machines_and_workstations	blue_skies:bluebright_table	crafting_workstations	blue_skies	blue_skies-1.20.1-1.3.31.jar
P4_primary_machines_and_workstations	blue_skies:briskbloom	crafting_workstations	blue_skies	blue_skies-1.20.1-1.3.31.jar
P4_primary_machines_and_workstations	blue_skies:comet_crafting_table	crafting_workstations	blue_skies	blue_skies-1.20.1-1.3.31.jar
P4_primary_machines_and_workstations	blue_skies:comet_table	crafting_workstations	blue_skies	blue_skies-1.20.1-1.3.31.jar
P4_primary_machines_and_workstations	blue_skies:dusk_crafting_table	crafting_workstations	blue_skies	blue_skies-1.20.1-1.3.31.jar
P4_primary_machines_and_workstations	blue_skies:food_prep_table	crafting_workstations	blue_skies	blue_skies-1.20.1-1.3.31.jar
P4_primary_machines_and_workstations	blue_skies:frostbright_crafting_table	crafting_workstations	blue_skies	blue_skies-1.20.1-1.3.31.jar
P4_primary_machines_and_workstations	blue_skies:horizonite_forge	unclassified_functional_keyword	blue_skies	blue_skies-1.20.1-1.3.31.jar
P4_primary_machines_and_workstations	blue_skies:lunar_crafting_table	crafting_workstations	blue_skies	blue_skies-1.20.1-1.3.31.jar
P4_primary_machines_and_workstations	blue_skies:maple_crafting_table	crafting_workstations	blue_skies	blue_skies-1.20.1-1.3.31.jar
P4_primary_machines_and_workstations	blue_skies:moonlit_bloom	crafting_workstations	blue_skies	blue_skies-1.20.1-1.3.31.jar
P4_primary_machines_and_workstations	blue_skies:potted_briskbloom	crafting_workstations	blue_skies	blue_skies-1.20.1-1.3.31.jar
P4_primary_machines_and_workstations	blue_skies:potted_moonlit_bloom	crafting_workstations	blue_skies	blue_skies-1.20.1-1.3.31.jar
P4_primary_machines_and_workstations	blue_skies:potted_snowbloom	crafting_workstations	blue_skies	blue_skies-1.20.1-1.3.31.jar
P4_primary_machines_and_workstations	blue_skies:snowbloom	crafting_workstations	blue_skies	blue_skies-1.20.1-1.3.31.jar
P4_primary_machines_and_workstations	blue_skies:snowcap_oven	processing_machines	blue_skies	blue_skies-1.20.1-1.3.31.jar
P4_primary_machines_and_workstations	blue_skies:starlit_crafting_table	crafting_workstations	blue_skies	blue_skies-1.20.1-1.3.31.jar
P4_primary_machines_and_workstations	blue_skies:starlit_crusher_trophy	processing_machines	blue_skies	blue_skies-1.20.1-1.3.31.jar
P4_primary_machines_and_workstations	blue_skies:summoning_table	crafting_workstations	blue_skies	blue_skies-1.20.1-1.3.31.jar
P4_primary_machines_and_workstations	brewinandchewin:keg	processing_machines	brewinandchewin	BrewinAndChewin-1.20.1-3.2.1.jar
P4_primary_machines_and_workstations	burnt:burnt_campfire	processing_machines	burnt	burnt-basic-1.9.4-forge-1.20.1.jar
P4_primary_machines_and_workstations	burnt:ember_campfire	processing_machines	burnt	burnt-basic-1.9.4-forge-1.20.1.jar
P4_primary_machines_and_workstations	burnt:smoldering_campfire	processing_machines	burnt	burnt-basic-1.9.4-forge-1.20.1.jar
P4_primary_machines_and_workstations	callfromthedepth_:stalkertable	crafting_workstations	callfromthedepth_	callfromthedepth_-1.21-forge-1.20.1.jar
P4_primary_machines_and_workstations	cold_sweat:sewing_table	crafting_workstations	cold_sweat	ColdSweat-2.4.jar
P4_primary_machines_and_workstations	compressedcreativity:bracketed_advanced_pressure_tube	processing_machines	compressedcreativity	compressedcreativity-1.20.1-0.2.0-all.jar
P4_primary_machines_and_workstations	compressedcreativity:bracketed_pressure_tube	processing_machines	compressedcreativity	compressedcreativity-1.20.1-0.2.0-all.jar
P4_primary_machines_and_workstations	compressedcreativity:bracketed_reinforced_pressure_tube	processing_machines	compressedcreativity	compressedcreativity-1.20.1-0.2.0-all.jar
P4_primary_machines_and_workstations	compressedcreativity:compressed_air_engine	processing_machines	compressedcreativity	compressedcreativity-1.20.1-0.2.0-all.jar
P4_primary_machines_and_workstations	compressedcreativity:compressed_iron_casing	processing_machines	compressedcreativity	compressedcreativity-1.20.1-0.2.0-all.jar
P4_primary_machines_and_workstations	compressedcreativity:rotational_compressor	processing_machines	compressedcreativity	compressedcreativity-1.20.1-0.2.0-all.jar
P4_primary_machines_and_workstations	create:adjustable_chain_gearshift	crafting_workstations,create_kinetics_and_logistics	create	create-1.20.1-6.0.8.jar
P4_primary_machines_and_workstations	create:andesite_table_cloth	crafting_workstations,create_kinetics_and_logistics	create	create-1.20.1-6.0.8.jar
P4_primary_machines_and_workstations	create:basin	processing_machines,create_kinetics_and_logistics	create	create-1.20.1-6.0.8.jar
P4_primary_machines_and_workstations	create:black_table_cloth	crafting_workstations,create_kinetics_and_logistics	create	create-1.20.1-6.0.8.jar
P4_primary_machines_and_workstations	create:blue_table_cloth	crafting_workstations,create_kinetics_and_logistics	create	create-1.20.1-6.0.8.jar
P4_primary_machines_and_workstations	create:brass_table_cloth	crafting_workstations,create_kinetics_and_logistics	create	create-1.20.1-6.0.8.jar
P4_primary_machines_and_workstations	create:brown_table_cloth	crafting_workstations,create_kinetics_and_logistics	create	create-1.20.1-6.0.8.jar
P4_primary_machines_and_workstations	create:copper_table_cloth	crafting_workstations,create_kinetics_and_logistics	create	create-1.20.1-6.0.8.jar
P4_primary_machines_and_workstations	create:cyan_table_cloth	crafting_workstations,create_kinetics_and_logistics	create	create-1.20.1-6.0.8.jar
P4_primary_machines_and_workstations	create:depot	create_kinetics_and_logistics	create	create-1.20.1-6.0.8.jar
P4_primary_machines_and_workstations	create:gray_table_cloth	crafting_workstations,create_kinetics_and_logistics	create	create-1.20.1-6.0.8.jar
P4_primary_machines_and_workstations	create:green_table_cloth	crafting_workstations,create_kinetics_and_logistics	create	create-1.20.1-6.0.8.jar
P4_primary_machines_and_workstations	create:item_drain	processing_machines,create_kinetics_and_logistics	create	create-1.20.1-6.0.8.jar
P4_primary_machines_and_workstations	create:light_blue_table_cloth	crafting_workstations,create_kinetics_and_logistics	create	create-1.20.1-6.0.8.jar
P4_primary_machines_and_workstations	create:light_gray_table_cloth	crafting_workstations,create_kinetics_and_logistics	create	create-1.20.1-6.0.8.jar
P4_primary_machines_and_workstations	create:lime_table_cloth	crafting_workstations,create_kinetics_and_logistics	create	create-1.20.1-6.0.8.jar
P4_primary_machines_and_workstations	create:magenta_table_cloth	crafting_workstations,create_kinetics_and_logistics	create	create-1.20.1-6.0.8.jar
P4_primary_machines_and_workstations	create:mechanical_saw	processing_machines,create_kinetics_and_logistics	create	create-1.20.1-6.0.8.jar
P4_primary_machines_and_workstations	create:millstone	processing_machines,create_kinetics_and_logistics	create	create-1.20.1-6.0.8.jar
P4_primary_machines_and_workstations	create:orange_table_cloth	crafting_workstations,create_kinetics_and_logistics	create	create-1.20.1-6.0.8.jar
P4_primary_machines_and_workstations	create:pink_table_cloth	crafting_workstations,create_kinetics_and_logistics	create	create-1.20.1-6.0.8.jar
P4_primary_machines_and_workstations	create:portable_fluid_interface	crafting_workstations,create_kinetics_and_logistics,power_energy_fluids,storage_item_io	create	create-1.20.1-6.0.8.jar
P4_primary_machines_and_workstations	create:portable_storage_interface	crafting_workstations,create_kinetics_and_logistics,storage_item_io	create	create-1.20.1-6.0.8.jar
P4_primary_machines_and_workstations	create:purple_table_cloth	crafting_workstations,create_kinetics_and_logistics	create	create-1.20.1-6.0.8.jar
P4_primary_machines_and_workstations	create:red_table_cloth	crafting_workstations,create_kinetics_and_logistics	create	create-1.20.1-6.0.8.jar
P4_primary_machines_and_workstations	create:schematic_table	crafting_workstations,create_kinetics_and_logistics	create	create-1.20.1-6.0.8.jar
P4_primary_machines_and_workstations	create:spout	processing_machines,create_kinetics_and_logistics	create	create-1.20.1-6.0.8.jar
P4_primary_machines_and_workstations	create:track_station	crafting_workstations,create_kinetics_and_logistics,mob_world_portal_transport	create	create-1.20.1-6.0.8.jar
P4_primary_machines_and_workstations	create:turntable	crafting_workstations,create_kinetics_and_logistics	create	create-1.20.1-6.0.8.jar
P4_primary_machines_and_workstations	create:white_table_cloth	crafting_workstations,create_kinetics_and_logistics	create	create-1.20.1-6.0.8.jar
P4_primary_machines_and_workstations	create:windmill_bearing	processing_machines,create_kinetics_and_logistics,power_energy_fluids	create	create-1.20.1-6.0.8.jar
P4_primary_machines_and_workstations	create:yellow_table_cloth	crafting_workstations,create_kinetics_and_logistics	create	create-1.20.1-6.0.8.jar
P4_primary_machines_and_workstations	createbigcannons:basin_foundry_lid	processing_machines,create_kinetics_and_logistics	createbigcannons	createbigcannons-5.11.3-mc.1.20.1-forge.jar
P4_primary_machines_and_workstations	createdieselgenerators:basin_lid	processing_machines,create_kinetics_and_logistics,power_energy_fluids	createdieselgenerators	createdieselgenerators-1.20.1-1.3.12.jar
P4_primary_machines_and_workstations	creatingspace:rocket_engineer_table	crafting_workstations,mob_world_portal_transport	creatingspace	creatingspace-1.20.1-1.7.13.jar
P4_primary_machines_and_workstations	creatingspace:room_pressuriser	processing_machines	creatingspace	creatingspace-1.20.1-1.7.13.jar
P4_primary_machines_and_workstations	deeperdarker:bloom_hanging_sign	crafting_workstations	deeperdarker	deeperdarker-forge-1.20.1-1.3.3.jar
P4_primary_machines_and_workstations	deeperdarker:bloom_planks	crafting_workstations	deeperdarker	deeperdarker-forge-1.20.1-1.3.3.jar
P4_primary_machines_and_workstations	deeperdarker:bloom_sign	crafting_workstations	deeperdarker	deeperdarker-forge-1.20.1-1.3.3.jar
P4_primary_machines_and_workstations	deeperdarker:bloom_wall_hanging_sign	crafting_workstations	deeperdarker	deeperdarker-forge-1.20.1-1.3.3.jar
P4_primary_machines_and_workstations	deeperdarker:bloom_wall_sign	crafting_workstations	deeperdarker	deeperdarker-forge-1.20.1-1.3.3.jar
P4_primary_machines_and_workstations	deeperdarker:blooming_moss_block	crafting_workstations	deeperdarker	deeperdarker-forge-1.20.1-1.3.3.jar
P4_primary_machines_and_workstations	deeperdarker:blooming_sculk_stone	crafting_workstations	deeperdarker	deeperdarker-forge-1.20.1-1.3.3.jar
P4_primary_machines_and_workstations	deeperdarker:blooming_stem	crafting_workstations	deeperdarker	deeperdarker-forge-1.20.1-1.3.3.jar
P4_primary_machines_and_workstations	deeperdarker:chiseled_gloomslate	crafting_workstations	deeperdarker	deeperdarker-forge-1.20.1-1.3.3.jar
P4_primary_machines_and_workstations	deeperdarker:cobbled_gloomslate	crafting_workstations	deeperdarker	deeperdarker-forge-1.20.1-1.3.3.jar
P4_primary_machines_and_workstations	deeperdarker:cut_gloomslate	crafting_workstations	deeperdarker	deeperdarker-forge-1.20.1-1.3.3.jar
P4_primary_machines_and_workstations	deeperdarker:gloomslate	crafting_workstations	deeperdarker	deeperdarker-forge-1.20.1-1.3.3.jar
P4_primary_machines_and_workstations	deeperdarker:gloomslate_bricks	crafting_workstations	deeperdarker	deeperdarker-forge-1.20.1-1.3.3.jar
P4_primary_machines_and_workstations	deeperdarker:gloomslate_coal_ore	crafting_workstations	deeperdarker	deeperdarker-forge-1.20.1-1.3.3.jar
P4_primary_machines_and_workstations	deeperdarker:gloomslate_copper_ore	crafting_workstations	deeperdarker	deeperdarker-forge-1.20.1-1.3.3.jar
P4_primary_machines_and_workstations	deeperdarker:gloomslate_diamond_ore	crafting_workstations	deeperdarker	deeperdarker-forge-1.20.1-1.3.3.jar
P4_primary_machines_and_workstations	deeperdarker:gloomslate_emerald_ore	crafting_workstations	deeperdarker	deeperdarker-forge-1.20.1-1.3.3.jar
P4_primary_machines_and_workstations	deeperdarker:gloomslate_gold_ore	crafting_workstations	deeperdarker	deeperdarker-forge-1.20.1-1.3.3.jar
P4_primary_machines_and_workstations	deeperdarker:gloomslate_iron_ore	crafting_workstations	deeperdarker	deeperdarker-forge-1.20.1-1.3.3.jar
P4_primary_machines_and_workstations	deeperdarker:gloomslate_lapis_ore	crafting_workstations	deeperdarker	deeperdarker-forge-1.20.1-1.3.3.jar
P4_primary_machines_and_workstations	deeperdarker:gloomslate_redstone_ore	crafting_workstations	deeperdarker	deeperdarker-forge-1.20.1-1.3.3.jar
P4_primary_machines_and_workstations	deeperdarker:gloomslate_tiles	crafting_workstations	deeperdarker	deeperdarker-forge-1.20.1-1.3.3.jar
P4_primary_machines_and_workstations	deeperdarker:gloomy_cactus	crafting_workstations	deeperdarker	deeperdarker-forge-1.20.1-1.3.3.jar
P4_primary_machines_and_workstations	deeperdarker:gloomy_geyser	crafting_workstations	deeperdarker	deeperdarker-forge-1.20.1-1.3.3.jar
P4_primary_machines_and_workstations	deeperdarker:gloomy_grass	crafting_workstations	deeperdarker	deeperdarker-forge-1.20.1-1.3.3.jar
P4_primary_machines_and_workstations	deeperdarker:gloomy_sculk	crafting_workstations	deeperdarker	deeperdarker-forge-1.20.1-1.3.3.jar
P4_primary_machines_and_workstations	deeperdarker:polished_gloomslate	crafting_workstations	deeperdarker	deeperdarker-forge-1.20.1-1.3.3.jar
P4_primary_machines_and_workstations	deeperdarker:potted_blooming_stem	crafting_workstations	deeperdarker	deeperdarker-forge-1.20.1-1.3.3.jar
P4_primary_machines_and_workstations	deeperdarker:smooth_gloomslate	crafting_workstations	deeperdarker	deeperdarker-forge-1.20.1-1.3.3.jar
P4_primary_machines_and_workstations	deeperdarker:stripped_blooming_stem	crafting_workstations	deeperdarker	deeperdarker-forge-1.20.1-1.3.3.jar
P4_primary_machines_and_workstations	dtnatures_spirit:cypress_branch	processing_machines,magic_ritual	dtnatures_spirit	dtnatures_spirit-1.20.1-forge-1.3-all.jar
P4_primary_machines_and_workstations	dtnatures_spirit:cypress_leaves	processing_machines,magic_ritual	dtnatures_spirit	dtnatures_spirit-1.20.1-forge-1.3-all.jar
P4_primary_machines_and_workstations	dtnatures_spirit:cypress_sapling	processing_machines,magic_ritual	dtnatures_spirit	dtnatures_spirit-1.20.1-forge-1.3-all.jar
P4_primary_machines_and_workstations	dtnatures_spirit:stripped_cypress_branch	processing_machines,magic_ritual	dtnatures_spirit	dtnatures_spirit-1.20.1-forge-1.3-all.jar
P4_primary_machines_and_workstations	everythingcopper:chipped_copper_anvil	crafting_workstations	everythingcopper	everythingcopper-1.20.1-2.3.4.jar
P4_primary_machines_and_workstations	everythingcopper:chipped_exposed_copper_anvil	crafting_workstations	everythingcopper	everythingcopper-1.20.1-2.3.4.jar
P4_primary_machines_and_workstations	everythingcopper:chipped_oxidized_copper_anvil	crafting_workstations	everythingcopper	everythingcopper-1.20.1-2.3.4.jar
P4_primary_machines_and_workstations	everythingcopper:chipped_weathered_copper_anvil	crafting_workstations	everythingcopper	everythingcopper-1.20.1-2.3.4.jar
P4_primary_machines_and_workstations	everythingcopper:copper_anvil	crafting_workstations	everythingcopper	everythingcopper-1.20.1-2.3.4.jar
P4_primary_machines_and_workstations	everythingcopper:copper_cauldron	unclassified_functional_keyword	everythingcopper	everythingcopper-1.20.1-2.3.4.jar
P4_primary_machines_and_workstations	everythingcopper:copper_lava_cauldron	unclassified_functional_keyword	everythingcopper	everythingcopper-1.20.1-2.3.4.jar
P4_primary_machines_and_workstations	everythingcopper:copper_powder_snow_cauldron	unclassified_functional_keyword	everythingcopper	everythingcopper-1.20.1-2.3.4.jar
P4_primary_machines_and_workstations	everythingcopper:copper_water_cauldron	unclassified_functional_keyword	everythingcopper	everythingcopper-1.20.1-2.3.4.jar
P4_primary_machines_and_workstations	everythingcopper:damaged_copper_anvil	crafting_workstations	everythingcopper	everythingcopper-1.20.1-2.3.4.jar
P4_primary_machines_and_workstations	everythingcopper:damaged_exposed_copper_anvil	crafting_workstations	everythingcopper	everythingcopper-1.20.1-2.3.4.jar
P4_primary_machines_and_workstations	everythingcopper:damaged_oxidized_copper_anvil	crafting_workstations	everythingcopper	everythingcopper-1.20.1-2.3.4.jar
P4_primary_machines_and_workstations	everythingcopper:damaged_weathered_copper_anvil	crafting_workstations	everythingcopper	everythingcopper-1.20.1-2.3.4.jar
P4_primary_machines_and_workstations	everythingcopper:exposed_copper_anvil	crafting_workstations	everythingcopper	everythingcopper-1.20.1-2.3.4.jar
P4_primary_machines_and_workstations	everythingcopper:exposed_copper_cauldron	unclassified_functional_keyword	everythingcopper	everythingcopper-1.20.1-2.3.4.jar
P4_primary_machines_and_workstations	everythingcopper:exposed_copper_lava_cauldron	unclassified_functional_keyword	everythingcopper	everythingcopper-1.20.1-2.3.4.jar
P4_primary_machines_and_workstations	everythingcopper:exposed_copper_powder_snow_cauldron	unclassified_functional_keyword	everythingcopper	everythingcopper-1.20.1-2.3.4.jar
P4_primary_machines_and_workstations	everythingcopper:exposed_copper_water_cauldron	unclassified_functional_keyword	everythingcopper	everythingcopper-1.20.1-2.3.4.jar
P4_primary_machines_and_workstations	everythingcopper:oxidized_copper_anvil	crafting_workstations	everythingcopper	everythingcopper-1.20.1-2.3.4.jar
